user_id,product_id,rating
KH7418,M0000129,5
KH0609,M0000129,5
KH7554,M0000129,5
KH5951,M0000129,5
KH6782,M0000129,5
KH6308,M0000129,4
KH0148,M0000129,5
KH6303,M0000129,4
KH6313,M0000129,3
KH4720,M0000129,5
KH0343,M0000129,3
KH3126,M0000129,5
KH8320,M0000125,4
KH9019,M0000125,5
KH7355,M0000125,5
KH5066,M0000125,5
KH0517,M0000125,5
KH3538,M0000125,5
KH6278,M0000125,4
KH7297,M0000125,5
KH4381,M0000125,1
KH4209,M0000125,5
KH3696,M0000125,5
KH4663,M0000125,5
KH6045,M0000125,5
KH4257,M0000125,5
KH3359,M0000125,4
KH3637,M0000122,5
KH9139,M0000122,5
KH6773,M0000122,5
KH6209,M0000122,4
KH8994,M0000122,5
KH6339,M0000122,5
KH8319,M0000122,3
KH5547,M0000122,5
KH1828,M0000122,1
KH1832,M0000122,5
KH2613,M0000122,5
KH8913,M0000122,5
KH1803,M0000122,5
KH2347,M0000122,2
KH5798,M0000122,5
KH5520,M0000122,2
KH7406,M0000122,4
KH3484,M0000122,4
KH0901,M0000122,5
KH8137,M0000122,1
KH8176,M0000122,4
KH4833,M0000122,5
KH7060,M0000122,5
KH4588,M0000122,5
KH4508,M0000122,5
KH4604,M0000122,2
KH7699,M0000122,5
KH7151,M0000122,4
KH0245,M0000122,5
KH6345,M0000122,3
KH1922,M0000122,4
KH1853,M0000122,5
KH7593,M0000122,5
KH7205,M0000122,4
KH0941,M0000122,5
KH3405,M0000122,5
KH5436,M0000122,4
KH4673,M0000122,3
KH7644,M0000122,5
KH6391,M0000122,5
KH5388,M0000122,5
KH6469,M0000122,5
KH4019,M0000122,5
KH0864,M0000122,4
KH4953,M0000122,5
KH6537,M0000122,5
KH7098,M0000122,5
KH2448,M0000122,5
KH6878,M0000122,4
KH5990,M0000122,5
KH7105,M0000122,4
KH2491,M0000122,5
KH4497,M0000122,5
KH5352,M0000122,4
KH6755,M0000122,5
KH5499,M0000122,4
KH6792,M0000122,4
KH6400,M0000122,5
KH4663,M0000122,5
KH7027,M0000122,5
KH5099,M0000122,5
KH6848,M0000122,5
KH0624,M0000122,5
KH2012,M0000122,5
KH5501,M0000122,5
KH5809,M0000122,5
KH6763,M0000122,4
KH5702,M0000122,5
KH6809,M0000122,5
KH5488,M0000122,5
KH6790,M0000122,5
KH4585,M0000122,2
KH0118,M0000122,3
KH0215,M0000122,4
KH5331,M0000122,5
KH6007,M0000122,3
KH3207,M0000122,4
KH5149,M0000122,5
KH5816,M0000122,5
KH3238,M0000122,2
KH7785,M0000120,1
KH7187,M0000120,5
KH8293,M0000120,4
KH5738,M0000120,1
KH8321,M0000120,4
KH5282,M0000120,1
KH1372,M0000120,5
KH3413,M0000120,1
KH2990,M0000120,1
KH4682,M0000120,1
KH3738,M0000120,5
KH8973,M0000120,5
KH0852,M0000120,5
KH2229,M0000120,1
KH3131,M0000120,1
KH3618,M0000120,3
KH8093,M0000120,3
KH8252,M0000120,3
KH0589,M0000120,5
KH0365,M0000120,4
KH5349,M0000120,4
KH5325,M0000120,5
KH4379,M0000120,4
KH5182,M0000120,5
KH1066,M0000120,3
KH1419,M0000120,5
KH6256,M0000120,5
KH4223,M0000120,5
KH4599,M0000120,5
KH7272,M0000120,5
KH6156,M0000120,3
KH2126,M0000120,5
KH5884,M0000120,3
KH4290,M0000120,5
KH0731,M0000120,2
KH1047,M0000120,4
KH4150,M0000120,5
KH2297,M0000120,5
KH4239,M0000120,5
KH4796,M0000120,2
KH6337,M0000120,5
KH4063,M0000120,5
KH7347,M0000120,5
KH0904,M0000120,3
KH2135,M0000120,5
KH5953,M0000120,5
KH7445,M0000120,5
KH7388,M0000120,5
KH6842,M0000120,5
KH1040,M0000120,4
KH7271,M0000120,5
KH4401,M0000120,5
KH2220,M0000120,5
KH0560,M0000120,5
KH2219,M0000120,5
KH3142,M0000120,4
KH1854,M0000120,5
KH5925,M0000120,5
KH4937,M0000120,5
KH4061,M0000120,5
KH2311,M0000120,5
KH0919,M0000120,5
KH0887,M0000120,3
KH2207,M0000120,4
KH1908,M0000120,5
KH2587,M0000120,5
KH4783,M0000120,5
KH6007,M0000120,5
KH1138,M0000120,5
KH3374,M0000120,5
KH6085,M0000120,5
KH2810,M0000120,5
KH1193,M0000120,5
KH5682,M0000120,3
KH6588,M0000120,5
KH0227,M0000120,5
KH6518,M0000120,4
KH4364,M0000120,4
KH1398,M0000120,5
KH4501,M0000120,5
KH5052,M0000120,4
KH3037,M0000120,4
KH1995,M0000120,1
KH0411,M0000120,5
KH0236,M0000120,3
KH3596,M0000120,4
KH1289,M0000120,5
KH6299,M0000120,5
KH5599,M0000120,4
KH5563,M0000120,5
KH6178,M0000120,4
KH1325,M0000120,5
KH2246,M0000120,3
KH2465,M0000120,5
KH2270,M0000078,5
KH9111,M0000078,5
KH5561,M0000078,4
KH6043,M0000078,4
KH9016,M0000078,5
KH6033,M0000078,4
KH2167,M0000078,5
KH2991,M0000078,5
KH6365,M0000078,1
KH1836,M0000078,5
KH3053,M0000078,2
KH4044,M0000078,4
KH7156,M0000078,2
KH2701,M0000078,5
KH4744,M0000078,5
KH8473,M0000078,5
KH4574,M0000078,5
KH1638,M0000078,1
KH8426,M0000078,5
KH6541,M0000078,4
KH1982,M0000078,2
KH2210,M0000078,3
KH6030,M0000078,4
KH7643,M0000078,5
KH3894,M0000078,5
KH5073,M0000078,5
KH4717,M0000078,4
KH0424,M0000078,5
KH4447,M0000078,5
KH1592,M0000078,5
KH7435,M0000078,5
KH5317,M0000078,5
KH6118,M0000078,1
KH6649,M0000078,5
KH5577,M0000078,5
KH5079,M0000078,4
KH0795,M0000078,4
KH4945,M0000078,5
KH2727,M0000078,5
KH6938,M0000078,4
KH1980,M0000078,5
KH1033,M0000078,5
KH6083,M0000078,4
KH0155,M0000078,5
KH2322,M0000078,1
KH4830,M0000078,5
KH5001,M0000078,5
KH5161,M0000078,4
KH3229,M0000078,5
KH1325,M0000078,3
KH4702,M0000078,5
KH2670,M0000078,5
KH2380,M0000078,4
KH0092,M0000078,5
KH4619,M0000078,5
KH5417,M0000078,4
KH0568,M0000078,5
KH0906,M0000078,4
KH6897,M0000078,5
KH0752,M0000078,5
KH4939,M0000078,4
KH3732,M0000078,3
KH5464,M0000078,5
KH0952,M0000078,3
KH6617,M0000078,4
KH4954,M0000078,4
KH4166,M0000078,5
KH1907,M0000078,5
KH5721,M0000078,3
KH1855,M0000078,4
KH4449,M0000078,4
KH1155,M0000078,5
KH3837,M0000078,3
KH4113,M0000078,5
KH1773,M0000078,3
KH1552,M0000078,5
KH6153,M0000078,5
KH2090,M0000078,1
KH4201,M0000078,5
KH2684,M0000078,4
KH0409,M0000078,5
KH1598,M0000078,3
KH0545,M0000078,5
KH0519,M0000078,5
KH3899,M0000078,2
KH3122,M0000078,3
KH5195,M0000078,3
KH2848,M0000078,5
KH2197,M0000078,5
KH5799,M0000078,4
KH0690,M0000078,5
KH5849,M0000078,5
KH4292,M0000078,3
KH4815,M0000078,5
KH3532,M0000078,5
KH5745,M0000078,4
KH3701,M0000446,5
KH6173,M0000446,5
KH8317,M0000446,5
KH5066,M0000392,5
KH8864,M0000392,4
KH7716,M0000376,5
KH3259,M0000376,5
KH7489,M0000376,5
KH1562,M0000376,5
KH7944,M0000332,5
KH9127,M0000332,4
KH4419,M0000332,5
KH0066,M0000332,1
KH7891,M0000332,5
KH4001,M0000332,5
KH3774,M0000332,5
KH7702,M0000332,5
KH7805,M0000332,5
KH9144,M0000320,4
KH7150,M0000320,5
KH5063,M0000320,5
KH8895,M0000320,5
KH6173,M0000320,5
KH7677,M0000320,4
KH5823,M0000320,5
KH7270,M0000286,5
KH8556,M0000286,3
KH0807,M0000286,3
KH3259,M0000286,5
KH8361,M0000286,5
KH0332,M0000259,5
KH8920,M0000259,5
KH8903,M0000259,4
KH7199,M0000259,5
KH3308,M0000259,1
KH8972,M0000259,5
KH1495,M0000259,5
KH0563,M0000259,4
KH3541,M0000259,5
KH5076,M0000259,5
KH6811,M0000259,4
KH3373,M0000259,4
KH1285,M0000259,5
KH6393,M0000237,5
KH7489,M0000237,5
KH4435,M0000216,5
KH2718,M0000216,5
KH4425,M0000216,5
KH4740,M0000216,4
KH0474,M0000216,5
KH4402,M0000216,4
KH5182,M0000216,5
KH7605,M0000216,5
KH2477,M0000216,5
KH5668,M0000216,5
KH4079,M0000216,5
KH0994,M0000216,4
KH5515,M0000216,4
KH7343,M0000216,5
KH7132,M0000198,5
KH8975,M0000198,5
KH0558,M0000198,1
KH8860,M0000198,5
KH3241,M0000198,5
KH9065,M0000187,4
KH4724,M0000187,5
KH2818,M0000187,5
KH4308,M0000187,2
KH5304,M0000187,5
KH6274,M0000187,5
KH1316,M0000187,4
KH0631,M0000187,5
KH5731,M0000187,4
KH6851,M0000187,5
KH1859,M0000164,5
KH7477,M0000164,4
KH8375,M0000164,5
KH4979,M0000164,4
KH7828,M0000164,5
KH5200,M0000164,4
KH2823,M0000164,4
KH5913,M0000164,5
KH5656,M0000164,5
KH0310,M0000160,5
KH2869,M0000160,5
KH5654,M0000160,5
KH8725,M0000160,5
KH5321,M0000160,1
KH4724,M0000160,5
KH2709,M0000160,1
KH5894,M0000160,5
KH0218,M0000160,4
KH6374,M0000160,1
KH6530,M0000160,4
KH4128,M0000160,2
KH6130,M0000160,4
KH2279,M0000160,5
KH6381,M0000160,5
KH5498,M0000160,4
KH7180,M0000160,5
KH0262,M0000160,5
KH6327,M0000160,4
KH6903,M0000160,4
KH0028,M0000160,5
KH4967,M0000160,5
KH6323,M0000160,3
KH5913,M0000160,5
KH5127,M0000160,4
KH4217,M0000160,5
KH1748,M0000160,4
KH4980,M0000160,5
KH1803,M0000159,5
KH4000,M0000159,3
KH6047,M0000159,1
KH5585,M0000159,5
KH7477,M0000159,4
KH4129,M0000159,5
KH5926,M0000159,5
KH4969,M0000159,4
KH5961,M0000159,5
KH1435,M0000159,5
KH6338,M0000159,3
KH6421,M0000159,3
KH3215,M0000159,5
KH5186,M0000159,5
KH4254,M0000037,1
KH4634,M0000037,4
KH7386,M0000037,2
KH1007,M0000037,1
KH5953,M0000037,5
KH5628,M0000037,5
KH2126,M0000037,5
KH1848,M0000037,3
KH2281,M0000037,3
KH3726,M0000037,5
KH6877,M0000006,5
KH2595,M0000006,2
KH7489,M0000006,5
KH7678,M0000006,1
KH8104,M0000006,5
KH1999,M0000006,2
KH3903,M0000006,1
KH4920,M0000006,5
KH4588,M0000006,5
KH5022,M0000006,1
KH6017,M0000006,5
KH6189,M0000006,2
KH5999,M0000006,5
KH0920,M0000006,3
KH5821,M0000006,5
KH7119,M0000006,5
KH0624,M0000006,5
KH6605,M0000006,4
KH1311,M0000006,5
KH6254,M0000006,5
KH6349,M0000006,5
KH2576,M0000006,5
KH1043,M0000006,4
KH2554,M0000441,4
KH8859,M0000441,5
KH9031,M0000441,1
KH4060,M0000441,1
KH9110,M0000441,5
KH5015,M0000441,5
KH3915,M0000441,1
KH7896,M0000441,5
KH5243,M0000441,1
KH7910,M0000441,5
KH5936,M0000441,1
KH7483,M0000441,5
KH3315,M0000441,1
KH5193,M0000441,1
KH8324,M0000441,5
KH5228,M0000441,5
KH7703,M0000441,5
KH2327,M0000441,3
KH7948,M0000441,5
KH6093,M0000441,4
KH8894,M0000441,5
KH7909,M0000441,5
KH5588,M0000441,3
KH8541,M0000441,5
KH4387,M0000441,5
KH1261,M0000441,5
KH5319,M0000441,5
KH8835,M0000441,5
KH1817,M0000441,5
KH0957,M0000441,4
KH8487,M0000441,5
KH8809,M0000441,5
KH4917,M0000441,4
KH7867,M0000441,5
KH7835,M0000441,5
KH7319,M0000441,5
KH8297,M0000441,5
KH8630,M0000441,5
KH7959,M0000441,5
KH1347,M0000437,1
KH9044,M0000437,5
KH7896,M0000437,5
KH8943,M0000437,1
KH5747,M0000437,5
KH7619,M0000437,5
KH7989,M0000437,5
KH8917,M0000437,5
KH5058,M0000437,3
KH2558,M0000437,4
KH5070,M0000437,5
KH8871,M0000437,2
KH0251,M0000437,2
KH8324,M0000437,5
KH7867,M0000437,5
KH8538,M0000437,5
KH8919,M0000437,2
KH7615,M0000437,5
KH5709,M0000437,1
KH8688,M0000437,3
KH7017,M0000437,4
KH4388,M0000437,4
KH8786,M0000437,5
KH0629,M0000437,5
KH6732,M0000437,5
KH4358,M0000437,5
KH8530,M0000437,5
KH4876,M0000437,5
KH5756,M0000437,5
KH4205,M0000437,4
KH4514,M0000437,5
KH8710,M0000437,5
KH8726,M0000437,4
KH7835,M0000437,4
KH5143,M0000437,5
KH7685,M0000437,5
KH8428,M0000437,5
KH8630,M0000437,5
KH7910,M0000437,4
KH7824,M0000437,5
KH4429,M0000437,5
KH5453,M0000261,4
KH8822,M0000261,4
KH2992,M0000261,5
KH8703,M0000261,5
KH5987,M0000261,5
KH8240,M0000261,4
KH8135,M0000261,5
KH3186,M0000261,5
KH3020,M0000261,5
KH1845,M0000214,4
KH4654,M0000214,5
KH8003,M0000214,5
KH3581,M0000214,4
KH4035,M0000214,4
KH2279,M0000214,5
KH0695,M0000205,5
KH5217,M0000205,5
KH1046,M0000205,5
KH7454,M0000205,5
KH8864,M0000205,4
KH7477,M0000205,4
KH8131,M0000205,5
KH4129,M0000205,5
KH1636,M0000205,4
KH5191,M0000205,5
KH4634,M0000180,1
KH0852,M0000180,5
KH4435,M0000180,5
KH3233,M0000180,5
KH4255,M0000180,4
KH6792,M0000180,5
KH7362,M0000180,4
KH4579,M0000180,4
KH1409,M0000180,4
KH0435,M0000180,3
KH4079,M0000180,5
KH0310,M0000179,5
KH6262,M0000179,4
KH5138,M0000179,5
KH1803,M0000179,5
KH2654,M0000179,4
KH3008,M0000179,5
KH0433,M0000179,5
KH5878,M0000179,4
KH6776,M0000179,5
KH5948,M0000179,2
KH6685,M0000179,1
KH4562,M0000179,5
KH0425,M0000179,5
KH2490,M0000179,1
KH4297,M0000179,5
KH0631,M0000179,5
KH5702,M0000179,5
KH6134,M0000179,3
KH6416,M0000179,5
KH4575,M0000179,5
KH2212,M0000179,4
KH9130,M0000447,5
KH4532,M0000447,5
KH3259,M0000447,5
KH6393,M0000447,5
KH3768,M0000404,5
KH0374,M0000404,5
KH9022,M0000404,5
KH1418,M0000404,5
KH3840,M0000404,5
KH5586,M0000331,5
KH3645,M0000331,3
KH1136,M0000331,5
KH6768,M0000331,3
KH3127,M0000331,5
KH3102,M0000331,5
KH6751,M0000331,5
KH6298,M0000331,5
KH5367,M0000226,1
KH0222,M0000226,4
KH4692,M0000226,3
KH2613,M0000226,5
KH5636,M0000226,5
KH7674,M0000226,5
KH3068,M0000226,4
KH8003,M0000215,5
KH4035,M0000215,5
KH7469,M0000215,5
KH2943,M0000213,5
KH5666,M0000213,4
KH1495,M0000213,5
KH7477,M0000213,4
KH4696,M0000213,5
KH6442,M0000213,4
KH8040,M0000213,5
KH2319,M0000213,5
KH3388,M0000206,1
KH8864,M0000206,4
KH2122,M0000206,5
KH7684,M0000206,5
KH2268,M0000206,5
KH5632,M0000206,1
KH3656,M0000206,5
KH0686,M0000206,4
KH5953,M0000206,5
KH6608,M0000206,5
KH2185,M0000069,3
KH6486,M0000069,5
KH2491,M0000069,5
KH2570,M0000069,5
KH3633,M0000069,4
KH5656,M0000069,5
KH4869,M0000069,4
KH5223,M0000066,1
KH3078,M0000066,5
KH4494,M0000066,2
KH5153,M0000066,4
KH0517,M0000066,5
KH8020,M0000066,5
KH4220,M0000066,5
KH3069,M0000066,5
KH4837,M0000066,2
KH6955,M0000066,5
KH2407,M0000066,3
KH4067,M0000066,5
KH3765,M0000066,3
KH1784,M0000066,1
KH4512,M0000066,5
KH5365,M0000066,1
KH5572,M0000066,4
KH4103,M0000066,5
KH2866,M0000066,1
KH7859,M0000056,5
KH2817,M0000056,4
KH8244,M0000056,5
KH3230,M0000056,5
KH0986,M0000056,5
KH0723,M0000056,3
KH0374,M0000056,5
KH3371,M0000056,5
KH7385,M0000056,4
KH6059,M0000056,5
KH5076,M0000056,4
KH7255,M0000056,5
KH1136,M0000056,5
KH1516,M0000056,5
KH0079,M0000056,4
KH6935,M0000056,5
KH4064,M0000056,1
KH1009,M0000056,2
KH1202,M0000056,1
KH5299,M0000056,5
KH3870,M0000056,5
KH2318,M0000056,5
KH6844,M0000056,5
KH5293,M0000056,5
KH7382,M0000056,5
KH7060,M0000056,4
KH6626,M0000056,5
KH7014,M0000056,5
KH0023,M0000056,4
KH3770,M0000056,5
KH1566,M0000056,5
KH3676,M0000056,4
KH4716,M0000056,4
KH4836,M0000056,5
KH3944,M0000056,5
KH2390,M0000056,5
KH3021,M0000056,1
KH2177,M0000056,4
KH0808,M0000056,5
KH5130,M0000056,3
KH8974,M0000050,4
KH3230,M0000050,5
KH2520,M0000050,1
KH1831,M0000050,5
KH0374,M0000050,5
KH5586,M0000050,5
KH8412,M0000050,4
KH1136,M0000050,5
KH6681,M0000050,5
KH2365,M0000050,5
KH0831,M0000050,5
KH7821,M0000050,5
KH1023,M0000050,4
KH8386,M0000050,3
KH8342,M0000050,1
KH5882,M0000050,5
KH4104,M0000050,1
KH0879,M0000050,5
KH3127,M0000050,5
KH8182,M0000050,5
KH6080,M0000050,4
KH2059,M0000050,5
KH1247,M0000050,5
KH8470,M0000050,5
KH1179,M0000050,3
KH8035,M0000050,4
KH0011,M0000050,5
KH0936,M0000050,5
KH8568,M0000050,5
KH8095,M0000050,5
KH2337,M0000050,5
KH4946,M0000050,5
KH0355,M0000050,3
KH2821,M0000050,4
KH0079,M0000050,4
KH4134,M0000050,5
KH7859,M0000050,5
KH5906,M0000050,3
KH3000,M0000050,5
KH1042,M0000050,4
KH6764,M0000050,4
KH2073,M0000050,5
KH3476,M0000050,1
KH6490,M0000050,4
KH0385,M0000050,5
KH0243,M0000050,5
KH3369,M0000050,3
KH4072,M0000050,4
KH5302,M0000050,4
KH5541,M0000050,5
KH3386,M0000050,3
KH2948,M0000050,4
KH1276,M0000050,3
KH3492,M0000050,4
KH1386,M0000050,5
KH5249,M0000050,5
KH4203,M0000050,5
KH1515,M0000050,5
KH5482,M0000050,5
KH4584,M0000050,5
KH2249,M0000050,5
KH4738,M0000050,5
KH3617,M0000050,5
KH3382,M0000050,5
KH4777,M0000050,4
KH6102,M0000050,3
KH5881,M0000050,2
KH2401,M0000050,5
KH0051,M0000050,1
KH1511,M0000050,4
KH1483,M0000050,5
KH2390,M0000050,5
KH4999,M0000050,5
KH4352,M0000050,5
KH4764,M0000050,4
KH3359,M0000050,4
KH0671,M0000050,5
KH3021,M0000050,3
KH4501,M0000050,4
KH4905,M0000050,5
KH0960,M0000050,4
KH0176,M0000050,4
KH5059,M0000050,4
KH5278,M0000050,5
KH5680,M0000050,4
KH5142,M0000050,4
KH5363,M0000050,5
KH4717,M0000043,4
KH3711,M0000043,4
KH5522,M0000043,4
KH0622,M0000043,5
KH2531,M0000033,5
KH9041,M0000033,4
KH1655,M0000033,5
KH8975,M0000033,5
KH1492,M0000033,3
KH0025,M0000033,2
KH0561,M0000033,5
KH3157,M0000033,5
KH1715,M0000033,5
KH3081,M0000033,4
KH1977,M0000033,1
KH1305,M0000033,5
KH4045,M0000033,5
KH6720,M0000033,5
KH7130,M0000033,5
KH0498,M0000033,5
KH5884,M0000033,3
KH1981,M0000033,5
KH5318,M0000033,5
KH2219,M0000033,5
KH4172,M0000033,5
KH5725,M0000033,4
KH2436,M0000033,5
KH4558,M0000033,4
KH6852,M0000033,3
KH4176,M0000033,3
KH6590,M0000033,4
KH0742,M0000033,5
KH4350,M0000033,4
KH4001,M0000033,5
KH0709,M0000033,4
KH5056,M0000033,5
KH0110,M0000033,5
KH6545,M0000033,5
KH3476,M0000033,5
KH4229,M0000033,3
KH6085,M0000033,5
KH1893,M0000033,5
KH5183,M0000033,5
KH3445,M0000033,4
KH0838,M0000033,5
KH4536,M0000033,5
KH0216,M0000033,1
KH5408,M0000033,5
KH3113,M0000033,4
KH3422,M0000033,5
KH1491,M0000033,4
KH4792,M0000033,5
KH5852,M0000033,1
KH3410,M0000033,5
KH1231,M0000033,5
KH5767,M0000033,5
KH0103,M0000469,5
KH3436,M0000469,5
KH0678,M0000469,3
KH1290,M0000469,5
KH8875,M0000469,4
KH7199,M0000469,5
KH1449,M0000469,5
KH7710,M0000091,5
KH3960,M0000091,2
KH5830,M0000091,4
KH5651,M0000091,5
KH5403,M0000091,4
KH5195,M0000091,5
KH1859,M0000088,5
KH8880,M0000088,5
KH0619,M0000088,5
KH7178,M0000088,3
KH6237,M0000088,4
KH7186,M0000088,2
KH5926,M0000088,1
KH6707,M0000088,5
KH0852,M0000088,5
KH7256,M0000088,4
KH2572,M0000088,4
KH3048,M0000088,5
KH5953,M0000088,5
KH6697,M0000088,5
KH2911,M0000088,5
KH3912,M0000088,5
KH5324,M0000088,5
KH5280,M0000088,5
KH1427,M0000088,3
KH5320,M0000088,4
KH1940,M0000088,5
KH1416,M0000088,5
KH3157,M0000088,3
KH6035,M0000088,4
KH6253,M0000088,5
KH4281,M0000088,5
KH3243,M0000088,4
KH5649,M0000088,4
KH2336,M0000088,4
KH1891,M0000088,4
KH6541,M0000088,4
KH1377,M0000088,3
KH2224,M0000088,3
KH1304,M0000088,3
KH2415,M0000088,5
KH4253,M0000088,5
KH6069,M0000088,5
KH2182,M0000088,4
KH3402,M0000088,5
KH1673,M0000088,5
KH0222,M0000054,5
KH3381,M0000054,4
KH4281,M0000054,5
KH7866,M0000191,5
KH0119,M0000191,5
KH9139,M0000111,4
KH4808,M0000111,5
KH6393,M0000111,5
KH3117,M0000111,2
KH0243,M0000111,5
KH5874,M0000108,5
KH0784,M0000108,1
KH7026,M0000108,2
KH0475,M0000108,5
KH8997,M0000108,4
KH2163,M0000108,1
KH0102,M0000108,4
KH6173,M0000108,5
KH6144,M0000108,1
KH5693,M0000108,5
KH4399,M0000108,5
KH6163,M0000108,2
KH3259,M0000108,5
KH3119,M0000108,5
KH3152,M0000108,5
KH3702,M0000108,4
KH5788,M0000108,5
KH5409,M0000108,3
KH5793,M0000108,5
KH4218,M0000108,5
KH2896,M0000108,5
KH7131,M0000108,4
KH5978,M0000108,5
KH3755,M0000108,5
KH1726,M0000108,5
KH2049,M0000108,5
KH1203,M0000108,3
KH0441,M0000108,5
KH3238,M0000108,1
KH3504,M0000107,1
KH2268,M0000107,5
KH8166,M0000107,4
KH6173,M0000107,5
KH3341,M0000107,5
KH3444,M0000107,4
KH5108,M0000107,4
KH1328,M0000107,4
KH1156,M0000003,2
KH3851,M0000003,4
KH1647,M0000003,5
KH3721,M0000003,2
KH2438,M0000003,5
KH4635,M0000003,5
KH2011,M0000085,5
KH6227,M0000085,4
KH2010,M0000085,5
KH0367,M0000085,5
KH0759,M0000085,5
KH8430,M0000085,5
KH8329,M0000085,5
KH8327,M0000085,5
KH3387,M0000085,5
KH4065,M0000085,5
KH8792,M0000085,5
KH4194,M0000085,5
KH1697,M0000085,5
KH7859,M0000085,5
KH3262,M0000085,5
KH6963,M0000085,5
KH6949,M0000085,4
KH0298,M0000448,5
KH4930,M0000448,5
KH1119,M0000448,5
KH2622,M0000448,5
KH7532,M0000448,5
KH9150,M0000390,2
